title_id,genre_id
1,3
2,3
3,1
3,2
3,4
4,2
4,5
5,1
5,5
6,1
6,2
6,4
6,5
7,1
7,2
7,5
7,14
8,1
8,2
8,4
9,1
9,2
9,4
10,1
10,2
10,4
11,7
11,16
12,17
12,8
13,1
13,2
13,9
14,1
14,2
14,10
15,2
15,11
16,1
16,2
16,12
17,1
17,2
17,13
18,1
18,2
18,7
19,2
19,14
20,1
20,13
21,2
21,15
22,1
22,2
22,14
23,2
23,7
24,1
24,2
24,14
